,LotFrontage,LotArea,MasVnrArea,BsmtUnfSF,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalSquare,TotalBath,TotalBsmtBath,GarageAgeYrs,Age,TotalRooms,TotalLivArea,YrsFromRenn,MSZoning,Street,LotShape,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageCars,PavedDrive,MoSold,SaleCondition,Garage,HasBasement,HasFinishedBsmt,Id
10,0.0061898525140051276,0.06846887700895615,-0.5707501337786359,-0.9808130072474662,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.5929255968871511,-1.1898549913995724,1.0603965489964808,0.5730208871995809,0.21336307476939018,-0.6130601788643357,-0.07697652994979709,0.9717168219052481,3.0,1.0,3.0,4.0,19.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,6.0,6.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,0.0,1.0,4.0,1.0,3.0,6.0,0.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,11
11,0.6873846769195642,0.1410296273300782,1.0122511472530888,-0.8834653031902803,0.4210472580041388,-0.38742235468410563,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,1.1345434276047717,1.9558005766282698,1.0603965489964808,-1.1752074228197387,-1.1755354119460029,2.4871253866940557,1.6986285084338186,-1.1122643921558826,3.0,1.0,0.0,4.0,16.0,2.0,2.0,0.0,5.0,8.0,3.0,1.0,14.0,15.0,0.0,4.0,2.0,0.0,3.0,3.0,2.0,5.0,1.0,0.0,1.0,4.0,1.0,0.0,6.0,2.0,2.0,3.0,2.0,6.0,5.0,1.0,1.0,1.0,12
12,-0.03922313577969881,0.24566142751688957,-0.5707501337786359,-0.8879931033789866,0.36517949153435314,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,2.887404029064304,-0.9045761044769554,-1.1898549913995724,1.0603965489964808,0.6978943379152466,0.3125701095347754,-1.4988274833095903,-0.4602284895427723,1.1171108600955597,3.0,1.0,1.0,4.0,19.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,6.0,10.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,6.0,0.0,5.0,1.0,2.0,8.0,4.0,1.0,1.0,1.0,13
13,0.9598626066817878,0.013547204113963223,1.1229505375350277,2.0980911210728355,0.5248016814480263,-0.20624470002722087,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0.5124597972204359,0.38297279261434874,-0.8821115583245506,-1.1752074228197387,-1.1755354119460029,0.272707125580919,-0.660242138488601,-1.1122643921558826,3.0,1.0,0.0,4.0,5.0,2.0,2.0,0.0,2.0,6.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,0.0,5.0,5.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,7.0,5.0,1.0,1.0,0.0,14
14,-0.03922313577969881,0.040406708376478015,0.6026634032099153,-0.10694757082714527,-0.7521758378613592,2.5114201198260506,2.5212830429447113,-0.11633928614822256,-0.2702083542015609,-0.07431967410099244,-0.4034410993926118,1.0603965489964808,0.7811433050590237,0.37870813271169884,-1.055943831086963,-0.02536010441538966,1.2140402188891006,3.0,1.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,5.0,3.0,1.0,8.0,8.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,15
15,-0.8566569250663697,-0.44065903960886155,-0.5707501337786359,0.5993892586110416,-0.36908258206854355,0.9865081931306039,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-1.0725752062245841,-1.1898549913995724,-0.8821115583245506,-0.5508401692414102,1.370778480365551,-1.055943831086963,-1.4861049470391199,-0.8214763157752596,4.0,1.0,3.0,0.0,3.0,2.0,2.0,0.0,1.0,6.0,1.0,1.0,13.0,14.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,0.0,1.0,3.0,6.0,0.0,5.0,2.0,2.0,6.0,4.0,1.0,1.0,0.0,16
16,-0.03922313577969881,0.0725779802729976,0.4255443787588133,-0.3197541796963426,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.6805773021467835,-1.1898549913995724,1.0603965489964808,0.44814743648391525,0.11415604000400495,-1.055943831086963,-0.5466860023129048,0.8263227837149367,3.0,1.0,0.0,1.0,12.0,2.0,2.0,0.0,2.0,5.0,1.0,1.0,13.0,14.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,5.0,1.0,0.0,1.0,4.0,1.0,3.0,6.0,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,17
17,0.097015829101413,0.027478066399372017,-0.5707501337786359,-1.28417561989079,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-1.5473552763809266,0.38297279261434874,-0.8821115583245506,0.40652295291202667,0.08108702841554322,-0.6130601788643357,-0.9157434448839179,0.7778581043181663,3.0,1.0,3.0,4.0,19.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,8.0,8.0,3.0,4.0,3.0,4.0,4.0,4.0,6.0,6.0,1.0,4.0,1.0,4.0,2.0,3.0,6.0,0.0,5.0,2.0,2.0,9.0,4.0,1.0,0.0,0.0,18
18,-0.17546210066081064,0.31852284393050245,-0.5707501337786359,-0.22467037573350976,-0.7521758378613592,0.8355268142498666,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.4127526471867955,-0.4034410993926118,1.0603965489964808,-1.050333972104073,-1.0763283771806176,-0.17017652664170838,-0.31699290868479163,-0.9184056745688005,3.0,1.0,3.0,4.0,20.0,5.0,2.0,0.0,2.0,4.0,1.0,1.0,12.0,13.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,0.0,5.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,19
19,0.0061898525140051276,-0.2963393152132597,-0.5707501337786359,-0.09562807035537946,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.2423187758486213,-1.1898549913995724,-0.8821115583245506,0.9060167557746894,0.47791516747708407,-0.17017652664170838,-0.20988882570089623,1.0201815013020186,3.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,3.0,10.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,2.0,0.0,5.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,20
20,1.4139924896188272,0.37063829996224756,1.5325382815782012,1.3374206893701728,1.1632904411027192,1.6206299844297007,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,1.1771518954393152,2.7422144686352303,-0.8821115583245506,-1.1752074228197387,-1.1755354119460029,1.601358082248801,0.4779000445450828,-1.1122643921558826,3.0,1.0,0.0,0.0,16.0,2.0,2.0,0.0,5.0,7.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,10.0,5.0,1.0,1.0,0.0,21
21,-0.5841789953041461,-0.30746396063542064,-0.5707501337786359,0.15792874021217482,-0.7521758378613592,-0.704483250333654,2.9959286699740124,-0.11633928614822256,-0.2702083542015609,-1.0007495033034965,-1.1898549913995724,-0.8821115583245506,1.9882533286437922,1.3377094687770892,-0.17017652664170838,-1.1583406448956328,1.6502223334600348,4.0,1.0,3.0,4.0,9.0,2.0,2.0,0.0,1.0,6.0,1.0,1.0,13.0,14.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,1.0,0.0,5.0,4.0,1.0,1.0,0.0,22
22,0.23325479398252483,-0.07765484394159074,0.9845762996826042,2.7387748477747804,0.6125938859005466,1.6961206738700694,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,1.2234125176596768,0.38297279261434874,-0.8821115583245506,-0.9670850049602959,-1.010190354003694,0.272707125580919,-0.2718285363421851,-0.8214763157752596,3.0,1.0,3.0,4.0,5.0,2.0,2.0,0.0,2.0,7.0,3.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,8.0,4.0,1.0,1.0,0.0,23
23,-1.1745478431222973,-0.6306800100630707,-0.5707501337786359,-0.8313956010201575,0.04593511170700675,0.9563119173544564,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.5685779009816976,-1.1898549913995724,1.0603965489964808,0.07352708433691817,-0.1834650642921507,-0.17017652664170838,-0.13633541931436563,0.3901406691440024,4.0,1.0,3.0,4.0,10.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,5.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,6.0,1.0,4.0,2.0,2.0,5.0,4.0,1.0,1.0,1.0,24
24,-0.03922313577969881,-0.22758700206368823,-0.5707501337786359,-0.8223400006427448,2.488154617386207,0.6543491595929818,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.5442302050762442,-1.1898549913995724,1.0603965489964808,0.5313964036276924,0.18029406318092842,-0.17017652664170838,-0.11568884910060266,-0.6760822775849482,3.0,1.0,0.0,4.0,19.0,2.0,2.0,0.0,2.0,4.0,1.0,1.0,9.0,10.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,1.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,25
25,1.8227093842621627,0.3721416304247018,2.9716303552434056,2.2610919278662633,-0.7521758378613592,0.14101247139847495,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0.7291542907789716,0.38297279261434874,-0.8821115583245506,-1.1335829392478503,-1.142466400357541,0.272707125580919,-0.5234586108224214,-1.0153350333623414,3.0,1.0,3.0,0.0,16.0,2.0,2.0,0.0,2.0,7.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,6.0,4.0,1.0,1.0,0.0,26
26,-0.44794003042303426,-0.33241924631216013,-0.5707501337786359,-0.8766736029072207,1.0196304701804133,-0.2213428379152946,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.9337933395634994,-1.1898549913995724,0.08914249533596515,-1.0087094885321846,0.742467260184778,-0.6130601788643357,-0.49765039805521766,-0.6276175981881776,3.0,1.0,3.0,0.0,12.0,2.0,2.0,0.0,2.0,4.0,1.0,1.0,13.0,14.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,4.0,1.0,4.0,1.0,2.0,6.0,0.0,5.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,27
27,1.2777535247377154,0.09633060157977374,0.5362437690407521,-0.18392017403515282,-0.7521758378613592,0.050423644070032574,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,1.0237614112349585,0.38297279261434874,1.0603965489964808,-1.1335829392478503,-1.1093973887690793,0.272707125580919,1.1824642530897442,-1.0153350333623414,3.0,1.0,3.0,4.0,16.0,2.0,2.0,0.0,2.0,7.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,5.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,28
28,-1.0383088782411856,0.5817058968908153,-0.5707501337786359,-0.8155483003596854,1.546383696895535,3.1908363247893687,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0.6293287375666125,-1.1898549913995724,1.0603965489964808,0.8227677886309123,0.4117771443001606,-0.6130601788643357,1.1243957743635358,-0.6760822775849482,3.0,1.0,0.0,1.0,12.0,2.0,2.0,0.0,2.0,4.0,1.0,1.0,8.0,8.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,1.0,3.0,6.0,2.0,2.0,1.0,2.0,11.0,4.0,1.0,1.0,1.0,29
29,-0.44794003042303426,-0.42021374531948463,-0.5707501337786359,-0.10694757082714527,-0.3611014725728599,-0.704483250333654,1.0646119806823726,-0.11633928614822256,-0.2702083542015609,-1.8590057839707308,-1.1898549913995724,-0.8821115583245506,2.4461226479345664,1.4699855151309362,-1.9417111355322176,-1.9171021002514221,1.6986870128568052,4.0,1.0,0.0,4.0,3.0,1.0,7.0,0.0,2.0,3.0,1.0,1.0,8.0,8.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,0.0,4.0,1.0,1.0,6.0,0.0,5.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,30
30,-0.9020699133600736,-0.20213060623279736,-0.5707501337786359,0.18509554134441278,-0.7521758378613592,0.1108161956223275,2.455814680595842,-0.11633928614822256,-0.2702083542015609,-0.7317074635482358,-1.1898549913995724,-0.8821115583245506,2.4461226479345664,1.7014685962501683,-0.17017652664170838,-0.888644821478354,1.6986870128568052,0.0,1.0,3.0,4.0,9.0,1.0,2.0,0.0,5.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,5.0,5.0,1.0,4.0,0.0,4.0,1.0,3.0,6.0,0.0,5.0,1.0,0.0,6.0,4.0,1.0,1.0,0.0,31
31,-0.03922313577969881,-0.19772083687626507,-0.5707501337786359,1.4958936959748943,-0.7521758378613592,0.2768957123911385,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.1351889138646261,-0.4034410993926118,-0.8821115583245506,0.5313964036276924,0.18029406318092842,-0.17017652664170838,-1.0034913682924105,-1.0153350333623414,3.0,1.0,0.0,1.0,19.0,2.0,2.0,0.0,2.0,4.0,1.0,1.0,6.0,6.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,6.0,0.0,5.0,1.0,2.0,5.0,4.0,1.0,1.0,0.0,32
32,0.6873846769195642,0.05333535035358402,-0.5707501337786359,1.5094770965410131,-0.7521758378613592,-0.25153911369144205,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.120580296321354,0.38297279261434874,-0.8821115583245506,-1.1752074228197387,-1.1755354119460029,0.272707125580919,-0.9957489044622494,-1.063799712759112,3.0,1.0,3.0,0.0,5.0,2.0,2.0,0.0,2.0,7.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,1.0,0.0,33
33,0.0061898525140051276,0.0035250010309353158,-0.5707501337786359,-0.4238935840365881,-0.7521758378613592,-0.1307540105868522,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0.6463721247004299,-0.4034410993926118,0.08914249533596515,0.9060167557746894,0.47791516747708407,0.272707125580919,0.9192204828642664,1.359434257079412,3.0,1.0,0.0,4.0,12.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,34
34,-0.44794003042303426,-0.32109415682833864,0.7908523666892113,-0.36050438139469954,0.8679893897624237,0.005129230405811376,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0.675589359786974,0.38297279261434874,1.0603965489964808,-1.1335829392478503,-1.142466400357541,-0.6130601788643357,0.9140588403108256,-1.0153350333623414,3.0,1.0,3.0,4.0,16.0,2.0,2.0,4.0,2.0,8.0,3.0,1.0,8.0,8.0,0.0,4.0,2.0,0.0,3.0,3.0,2.0,5.0,1.0,0.0,1.0,4.0,1.0,0.0,6.0,1.0,2.0,2.0,2.0,7.0,4.0,1.0,1.0,1.0,35
35,1.7318834076747547,0.2907613413905151,0.15986584208216018,1.2446007855016932,0.14968953515089434,-0.2213428379152946,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,1.2197603632738587,2.7422144686352303,-0.8821115583245506,-1.1335829392478503,-1.142466400357541,1.601358082248801,0.5759712530604569,-1.063799712759112,3.0,1.0,3.0,4.0,16.0,2.0,2.0,0.0,5.0,7.0,1.0,1.0,12.0,13.0,2.0,4.0,2.0,0.0,3.0,0.0,5.0,5.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,8.0,4.0,1.0,1.0,0.0,36
36,1.9135353608495704,0.034293164495830995,-0.5707501337786359,1.1993227836146299,2.3764190844466357,0.2617975745030648,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.45414373022606636,-0.4034410993926118,-0.8821115583245506,-0.6340891363851874,-0.7125692497075385,-0.17017652664170838,-1.1725351619175948,-0.43375888060109574,3.0,1.0,3.0,0.0,5.0,2.0,2.0,0.0,2.0,4.0,1.0,1.0,12.0,13.0,3.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,1.0,0.0,1.0,4.0,1.0,3.0,6.0,0.0,5.0,2.0,2.0,5.0,4.0,1.0,1.0,0.0,37
37,0.1878418056888209,-0.19892350124622843,3.026980050384375,-1.0940080119651243,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,0.03281018788300277,-1.1898549913995724,0.08914249533596515,1.0725146900622438,0.610191213830931,-0.6130601788643357,0.6508150700853477,-0.19143548361724336,3.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,2.0,4.0,3.0,1.0,13.0,14.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,1.0,4.0,1.0,3.0,6.0,1.0,4.0,2.0,2.0,9.0,4.0,1.0,1.0,1.0,38
38,-0.08463612407340275,-0.26005894005269864,-0.5707501337786359,-0.546144189131659,-0.7521758378613592,0.08061991984618004,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.5515345138478802,-1.1898549913995724,1.0603965489964808,1.1557636572060208,0.6763292370078545,-0.6130601788643357,-0.2808614108107064,-0.9668703539655711,3.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,2.0,4.0,1.0,1.0,12.0,13.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,2.0,6.0,0.0,5.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,39
39,-0.22087508895451458,-0.4486768020752839,-0.5707501337786359,-1.28417561989079,-0.7521758378613592,-0.704483250333654,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-1.7226586869001914,0.38297279261434874,-0.8821115583245506,-0.05134636637874752,0.5440531906540076,-0.6130601788643357,-1.1015625768077846,1.456363615872953,3.0,1.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,10.0,3.0,4.0,2.0,4.0,4.0,4.0,6.0,6.0,1.0,4.0,0.0,2.0,2.0,1.0,6.0,0.0,5.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,40
40,0.6419716886258603,-0.18629552536161326,-0.011718212854844964,-0.27674007790363253,-0.7521758378613592,1.379059778220521,-0.3593249004055313,-0.11633928614822256,-0.2702083542015609,-0.1887538448566237,0.38297279261434874,-0.8821115583245506,0.4897719200558038,0.14722505159246668,-0.17017652664170838,-0.04987790654423319,0.8747874631117072,3.0,1.0,3.0,4.0,12.0,2.0,2.0,0.0,2.0,5.0,1.0,1.0,13.0,14.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,5.0,1.0,0.0,1.0,4.0,1.0,3.0,6.0,1.0,4.0,2.0,2.0,11.0,0.0,1.0,1.0,1.0,41
